tail_number,engine_uid
N150SY,01P08GE197
N151SY,01P08GE197
N174SY,01P08GE197
N175SY,01P08GE197
N176SY,01P08GE197
N177SY,01P08GE197
N182SY,01P08GE197
N184SY,01P08GE197
N243SY,01P08GE197
N244SY,01P08GE197
N185SY,01P08GE197
N164SY,01P08GE197
N186SY,01P08GE197
N246SY,01P08GE197
N247SY,01P08GE197
N250SY,01P08GE197
N251SY,01P08GE197
N165SY,01P08GE197
N252SY,01P08GE197
N166SY,01P08GE197
N167SY,01P08GE197
N168SY,01P08GE197
N200SY,01P08GE197
N253SY,01P08GE197
N254SY,01P08GE197
N255SY,01P08GE197
N204SY,01P08GE197
N187SY,01P08GE197
N188SY,01P08GE197
N189SY,01P08GE197
N191SY,01P08GE197
N202SY,01P08GE197
N203SY,01P08GE197
N205SY,01P08GE197
N192SY,01P08GE197
N206SY,01P08GE197
N207SY,01P08GE197
N208SY,01P08GE197
N256SY,01P08GE197
N257SY,01P08GE197
N209SY,01P08GE197
N211SY,01P08GE197
N258SY,01P08GE197
N259SY,01P08GE197
N213SY,01P08GE197
N260SY,01P08GE197
N193SY,01P08GE197
N261SY,01P08GE197
N196SY,01P08GE197
N197SY,01P08GE197
N198SY,01P08GE197
N199SY,01P08GE197
N400SY,01P08GE197
N402SY,01P08GE197
N403SY,01P08GE197
N404SY,01P08GE197
N405SY,01P08GE197
N293SY,01P08GE197
N296SY,01P08GE197
N501SY,01P08GE197
N502SY,01P08GE197
N503SY,01P08GE197
N504SY,01P08GE197
N505SY,01P08GE197
N506SY,01P08GE197
N507SY,01P08GE197
N508SY,01P08GE197
N509SY,01P08GE197
N510SY,01P08GE197
N511SY,01P08GE197
N512SY,01P08GE197
N513SY,01P08GE197
N514SY,01P08GE197
N515SY,01P08GE197
N516SY,01P08GE197
N517SY,01P08GE197
N519SY,01P08GE197
N406SY,01P08GE197
N308SY,01P08GE197
N307SY,01P08GE197
N305SY,01P08GE197
N306SY,01P08GE195
N407SY,01P08GE197
N409SY,01P08GE197
N410SY,01P08GE197
N412SY,01P08GE197
N413SY,01P08GE197
N411SY,01P08GE197
N414SY,01P08GE197
N430SY,01P08GE197
N309SY,01P08GE197
N310SY,01P08GE197
N311SY,01P08GE197
N312SY,01P08GE197
N313SY,01P08GE197
N315SY,01P08GE197
N316SY,01P08GE197
N319SY,01P08GE197
N317SY,01P08GE197
N322SY,01P08GE197
N320SY,01P08GE197
N323SY,01P08GE197
N324SY,01P08GE197
N325SY,01P08GE197
N326SY,01P08GE197
N327SY,01P08GE197
N637SY,01P08GE195
N635SY,01P08GE195
N620QX,01P08GE197
N622QX,01P08GE197
N623QX,01P08GE197
N624QX,01P08GE197
N625QX,01P08GE197
N626QX,01P08GE197
N627QX,01P08GE197
N628QX,01P08GE197
N629QX,01P08GE197
N630QX,01P08GE197
N631QX,01P08GE197
N632QX,01P08GE197
N633QX,01P08GE197
N634QX,01P08GE197
N635QX,01P08GE197
N636QX,01P08GE197
N637QX,01P08GE197
N638QX,01P08GE197
N639QX,01P08GE197
N641QX,01P08GE197
N642QX,01P08GE197
N643QX,01P08GE197
N644QX,01P08GE197
N645QX,01P08GE197
N646QX,01P08GE197
N647QX,01P08GE197
N650QX,01P08GE197
N651QX,01P08GE197
N657QX,01P08GE197
N664QX,01P08GE197
N665QX,01P08GE197
N667QX,01P08GE197
N669QX,01P08GE195
N668QX,01P08GE195
VT-GSO,01P08GE197
VT-GSU,01P08GE197
VT-GSH,01P08GE197
VT-GSJ,01P08GE197
N170XY,01P08GE195
N225JQ,01P08GE197
N226JQ,01P08GE197
N227JQ,01P08GE197
N228JQ,01P08GE197
N229JQ,01P08GE197
N230JQ,01P08GE197
N231JQ,01P08GE197
N241JQ,01P08GE197
N242JQ,01P08GE197
N243JQ,01P08GE197
N244JQ,01P08GE197
N245JQ,01P08GE197
N246JQ,01P08GE197
N418YX,01P08GE197
N101HQ,01P08GE197
N102HQ,01P08GE197
N103HQ,01P08GE197
N104HQ,01P08GE197
N105HQ,01P08GE197
N106HQ,01P08GE197
N107HQ,01P08GE197
N108HQ,01P08GE197
N109HQ,01P08GE197
N110HQ,01P08GE197
N111HQ,01P08GE197
N112HQ,01P08GE197
N113HQ,01P08GE197
N114HQ,01P08GE197
N115HQ,01P08GE197
N116HQ,01P08GE197
N117HQ,01P08GE197
N118HQ,01P08GE197
N119HQ,01P08GE197
N120HQ,01P08GE197
N121HQ,01P08GE197
N122HQ,01P08GE197
N123HQ,01P08GE197
N124HQ,01P08GE197
N125HQ,01P08GE197
N126HQ,01P08GE197
N127HQ,01P08GE197
N128HQ,01P08GE195
N129HQ,01P08GE197
N130HQ,01P08GE197
N131HQ,01P08GE197
N132HQ,01P08GE197
N133HQ,01P08GE197
N134HQ,01P08GE197
N135HQ,01P08GE197
N136HQ,01P08GE197
N137HQ,01P08GE197
N138HQ,01P08GE197
N401YX,01P08GE197
N402YX,01P08GE197
N403YX,01P08GE197
N404YX,01P08GE197
N405YX,01P08GE197
N406YX,01P08GE197
N407YX,01P08GE197
N408YX,01P08GE197
N409YX,01P08GE197
N410YX,01P08GE197
N411YX,01P08GE197
N201JQ,01P08GE197
N202JQ,01P08GE197
N203JQ,01P08GE197
N204JQ,01P08GE197
N206JQ,01P08GE197
N207JQ,01P08GE197
N208JQ,01P08GE197
N209JQ,01P08GE197
N210JQ,01P08GE197
N211JQ,01P08GE197
N212JQ,01P08GE197
N213JQ,01P08GE197
N214JQ,01P08GE197
N215JQ,01P08GE197
N216JQ,01P08GE197
N205JQ,01P08GE197
N412YX,01P08GE197
N437YX,01P08GE197
N413YX,01P08GE197
N414YX,01P08GE197
N415YX,01P08GE197
N416YX,01P08GE197
N417YX,01P08GE197
N419YX,01P08GE197
N420YX,01P08GE197
N421YX,01P08GE197
N422YX,01P08GE197
N423YX,01P08GE197
N424YX,01P08GE197
N425YX,01P08GE197
N426YX,01P08GE197
N427YX,01P08GE197
N428YX,01P08GE197
N429YX,01P08GE197
N430YX,01P08GE197
N445YX,01P08GE197
N721YX,01P08GE197
N722YX,01P08GE197
N723YX,01P08GE197
N724YX,01P08GE197
N725YX,01P08GE197
N726YX,01P08GE197
N727YX,01P08GE197
N728YX,01P08GE197
N729YX,01P08GE197
N730YX,01P08GE197
N731YX,01P08GE197
N732YX,01P08GE197
N733YX,01P08GE197
N736YX,01P08GE197
N739YX,01P08GE197
N741YX,01P08GE197
N742YX,01P08GE197
N743YX,01P08GE197
N744YX,01P08GE197
N745YX,01P08GE197
N746YX,01P08GE197
N747YX,01P08GE197
N748YX,01P08GE197
N751YX,01P08GE197
N752YX,01P08GE197
N753YX,01P08GE197
N754YX,01P08GE197
N755YX,01P08GE197
N756YX,01P08GE197
N757YX,01P08GE197
N758YX,01P08GE197
N760YX,01P08GE197
N761YX,01P08GE197
N762YX,01P08GE197
N763YX,01P08GE197
N764YX,01P08GE197
N765YX,01P08GE197
N766YX,01P08GE195
N767YX,01P08GE197
N768YX,01P08GE197
N769YX,01P08GE197
N770YX,01P08GE197
N771YX,01P08GE197
N772YX,01P08GE197
N773YX,01P08GE197
N774YX,01P08GE197
N776YX,01P08GE197
N783YX,01P08GE195
N775YX,01P08GE197
N788YX,01P08GE195
N780YX,01P08GE195
N778YX,01P08GE197
N785YX,01P08GE195
N781YX,01P08GE195
N782YX,01P08GE195
N779YX,01P08GE197
N786YX,01P08GE195
N784YX,01P08GE195
N787YX,01P08GE195
N789YX,01P08GE195
N84307,01P08GE197
N89315,01P08GE197
N87318,01P08GE197
N88326,01P08GE197
N88331,01P08GE197
N82333,01P08GE197
N88332,01P08GE197
N86334,01P08GE197
N88335,01P08GE197
N86336,01P08GE197
N87337,01P08GE197
N82338,01P08GE197
N87339,01P08GE197
N80348,01P08GE197
N86347,01P08GE197
N89349,01P08GE197
N85351,01P08GE197
N85352,01P08GE197
N87353,01P08GE197
N85356,01P08GE197
N89357,01P08GE197
N85358,01P08GE197
N87360,01P08GE197
EI-RDC,01P08GE197
HI1087,01P08GE197
HI1088,01P08GE195
P4-EMB,01P08GE195
A2-ABE,01P08GE197
VQ-BLU,01P08GE197
VQ-BLW,01P08GE197
PS-CAV,01P08GE195
PS-DPF,01P08GE195
SP-LIA,01P08GE195
SP-LIB,01P08GE195
SP-LIC,01P08GE195
SP-LID,01P08GE195
SP-LII,01P08GE195
SP-LIL,01P08GE195
SP-LIM,01P08GE195
SP-LIN,01P08GE195
SP-LIO,01P08GE195
A4O-CX,01P08GE195
JA03FJ,01P08GE195
JA05FJ,01P08GE195
JA06FJ,01P08GE195
JA07FJ,01P08GE195
JA08FJ,01P08GE195
JA10FJ,01P08GE195
JA11FJ,01P08GE195
JA12FJ,01P08GE195
JA13FJ,01P08GE195
JA14FJ,01P08GE195
PH-EXG,01P08GE197
PH-EXJ,01P08GE197
PH-EXK,01P08GE197
PH-EXL,01P08GE197
PH-EXM,01P08GE197
PH-EXN,01P08GE197
PH-EXO,01P08GE197
PH-EXP,01P08GE197
PH-EXR,01P08GE197
PH-EXS,01P08GE197
PH-EXT,01P08GE197
PH-EXU,01P08GE197
PH-EXW,01P08GE197
PH-EXX,01P08GE197
PH-EXZ,01P08GE197
N359EJ,01P08GE197
C-FRQM,01P08GE195
C-FRQK,01P08GE195
C-FRQN,01P08GE195
C-FRQP,01P08GE195
C-FRQW,01P08GE195
C-FEIQ,01P08GE195
C-FEIX,01P08GE195
C-FEJB,01P08GE195
C-FEJC,01P08GE195
C-FEJD,01P08GE195
C-FEJF,01P08GE195
C-FEJL,01P08GE195
C-FEJP,01P08GE195
C-FEJY,01P08GE195
C-FEKD,01P08GE195
C-FEKH,01P08GE195
C-FEKI,01P08GE195
C-FEKJ,01P08GE195
C-FEKS,01P08GE195
C-FFYG,01P08GE195
C-FUJA,01P08GE195
C-FJBO,01P08GE195
C-FXJC,01P08GE195
C-FUJE,01P08GE195
C-FXJF,01P08GE195
EI-KHC,04P20PW200
EI-KHA,04P20PW200
EI-KHD,04P20PW200
EI-KHE,04P20PW200
VH-IKJ,04P20PW200
HB-AZB,04P20PW200
HB-AZA,04P20PW200
HB-AZC,04P20PW200
HB-AZH,04P20PW200
HB-AZF,04P20PW200
HB-AZG,04P20PW200
PS-LMP,04P20PW200
JY-REZ,04P20PW200
VH-E2A,04P20PW200
VH-E2B,04P20PW200
LN-WEA,04P20PW200
LN-WEB,04P20PW200
LN-WEC,04P20PW200
N184JB,11GE142
N192JB,11GE142
N193JB,11GE142
N266JB,11GE143
N267JB,11GE143
N273JB,11GE143
N279JB,11GE143
N281JB,11GE143
N283JB,11GE143
N284JB,11GE143
N294JB,11GE143
N304JB,11GE143
N306JB,11GE143
N309JB,11GE143
N316JB,11GE143
N317JB,11GE143
N318JB,11GE143
N323JB,11GE143
N324JB,11GE143
N328JB,11GE143
N329JB,11GE143
N337JB,11GE143
N339JB,11GE143
N351JB,11GE143
N368JB,11GE143
5Y-KYQ,11GE142
N195AR,11GE143
XA-GAX,11GE142
VP-BZJ,11GE142
HC-CGG,11GE142
B-3121,11GE142
B-3150,11GE142
B-3156,11GE142
B-3163,11GE142
B-3165,11GE142
N375JB,11GE143
D-AGMP,11GE142
D-AMWO,11GE142
XA-AEH,11GE142
XA-GAG,11GE142
XA-GAR,11GE142
XA-GAH,11GE142
VH-A2A,11GE142
VH-A2I,11GE142
LV-CDY,11GE142
LV-CDZ,11GE142
LV-CET,11GE142
LV-CEU,11GE142
LV-CEV,11GE142
LV-CHO,11GE142
LV-CHQ,11GE142
LV-CHR,11GE142
LV-CHS,11GE142
LV-CID,11GE142
LV-CIE,11GE142
LV-CIF,11GE142
LV-CIG,11GE142
LV-CIH,11GE142
LV-CKZ,11GE142
LV-CMA,11GE142
LV-CMB,11GE142
LV-CPI,11GE142
LV-CPJ,11GE142
LV-CPK,11GE142
LV-FPS,11GE142
LV-FPT,11GE142
P4-BFE,11GE142
YV2912,11GE142
YV2913,11GE142
YV2943,11GE142
YV2944,11GE142
YV2954,11GE142
YV2965,11GE142
YV2964,11GE142
VQ-BLZ,11GE142
VQ-BLX,11GE142
LZ-BUR,11GE142
LZ-PLO,11GE142
LZ-SOF,11GE142
LZ-VAR,11GE142
P4-KCK,11GE142
B-3122,11GE142
B-3125,11GE142
B-3157,11GE142
B-3159,11GE142
RA-02739,11GE142
4K-AZ64,11GE142
4K-AZ66,11GE142
4K-AZ67,11GE142
VP-BRU,11GE142
VP-BRV,11GE142
VP-BHE,11GE142
VP-BHH,11GE142
5Y-FFA,11GE142
5Y-FFB,11GE142
5Y-FFC,11GE142
5Y-FFD,11GE142
5Y-FFE,11GE142
5Y-FFH,11GE142
5Y-FFJ,11GE142
5Y-KYP,11GE142
5Y-KYS,11GE142
5Y-KYT,11GE142
5Y-FFK,11GE142
ZS-YZE,11GE142
ZS-YZD,11GE142
ZS-YAW,11GE142
ZS-YAL,11GE142
ZS-YAP,11GE142
ZS-YAY,11GE142
ZS-YAN,11GE142
ZS-YAM,11GE142
ZS-YAA,11GE142
ZS-YAB,11GE142
ZS-YAR,11GE142
ZS-YAC,11GE142
ZS-YAS,11GE142
ZS-YAH,11GE142
ZS-YAF,11GE142
ZS-YAD,11GE142
ZS-YAJ,11GE142
ZS-YAV,11GE142
ZS-YAX,11GE142
ZS-YAZ,11GE142
SP-LMG,11GE142
SP-LME,11GE142
SP-LMF,11GE142
SP-LMA,11GE142
SP-LMB,11GE142
SP-LMC,11GE142
SP-LMD,11GE142
5N-CER,11GE142
CS-TPX,11GE142
CS-TPY,11GE142
CS-TPZ,11GE142
VH-IQA,11GE143
VH-IQY,11GE144
VH-IQU,11GE144
VH-ULQ,11GE144
VH-ULB,11GE144
VH-ULH,11GE144
VH-UYB,11GE142
VH-UYC,11GE142
VH-UYE,11GE143
VH-UYF,11GE142
VH-UYK,11GE142
VH-UYN,11GE142
VH-UYO,11GE142
VH-UYR,11GE142
VH-UYU,11GE142
VH-OUL,11GE143
VH-OUQ,11GE143
VH-A2B,11GE142
VH-A2C,11GE142
VH-A2F,11GE142
VH-A2J,11GE142
VH-A2K,11GE142
VH-A2L,11GE142
VH-A2N,11GE142
VH-A2S,11GE142
VH-A2T,11GE142
VH-A2U,11GE143
VH-A2V,11GE143
VH-A3U,11GE142
VH-XVB,11GE143
VH-XVS,11GE143
VH-XVT,11GE143
VH-XVU,11GE142
VH-XVX,11GE143
VH-XVL,11GE143
VH-XVM,11GE142
VH-XVO,11GE143
VH-XVP,11GE143
VH-XVQ,11GE143
VH-UZD,11GE142
VH-UZF,11GE143
VH-UZH,11GE143
VH-UZI,11GE143
VH-UZK,11GE143
VH-UZQ,11GE143
B-3120,11GE142
B-3123,11GE142
B-3127,11GE142
B-3128,11GE142
B-3129,11GE142
B-3151,11GE142
B-3152,11GE142
B-3153,11GE142
B-3155,11GE142
B-3160,11GE142
B-3161,11GE142
B-3162,11GE142
B-3166,11GE142
B-3167,11GE142
B-3168,11GE142
B-3170,11GE142
B-3171,11GE142
B-3172,11GE142
B-3173,11GE142
ER-ECB,11GE142
VP-CBZ,11GE142
VP-CDU,11GE142
N613GM,11GE142
B-3207,11GE142
N709AJ,11GE142
XT-ABI,11GE142
XT-ABT,11GE142
XY-ALO,11GE142
F-HDRI,11GE142
F-HDRK,11GE142
D-AZFA,11GE142
D-AJHW,11GE142
D-AWSI,11GE142
D-ACJJ,11GE142
XA-AAC,11GE142
XA-ACC,11GE142
XA-ACE,11GE142
XA-ACI,11GE142
XA-ACJ,11GE142
XA-ACK,11GE142
XA-ACM,11GE142
XA-ACN,11GE142
XA-ACS,11GE142
XA-ACT,11GE142
XA-BAC,11GE142
XA-CAC,11GE142
XA-DAC,11GE142
XA-EAC,11GE142
XA-FAC,11GE142
XA-HAC,11GE142
XA-IAC,11GE142
XA-JAC,11GE142
XA-MAC,11GE142
XA-AEM,11GE142
XA-ALL,11GE142
XA-ALP,11GE142
XA-ALU,11GE142
XA-ALW,11GE142
XA-AEP,11GE142
XA-AEO,11GE142
XA-GAE,11GE142
VH-XFM,11GE142
VH-XFL,11GE142
VH-XFC,11GE144
SU-BVG,11GE142
SU-BVH,11GE142
SU-BVI,11GE142
B-3115,11GE142
B-3116,11GE142
B-3240,11GE142
B-3273,11GE142
B-3320,11GE142
I-JENC,11GE142
I-JEND,11GE142
I-JENE,11GE142
I-JENF,11GE142
I-JENG,11GE142
I-JENH,11GE142
I-JENI,11GE142
I-JENJ,11GE142
I-JENK,11GE142
B-3178,11GE142
B-3179,11GE142
B-3215,11GE142
JU-8811,11GE142
RA-02743,11GE142
RA-02740,11GE142
RA-02741,11GE142
5Y-FFL,11GE142
5Y-FFM,11GE142
ZS-YAU,11GE142
ZS-YZA,11GE142
OH-LKE,11GE142
OH-LKF,11GE142
OH-LKG,11GE142
OH-LKH,11GE142
OH-LKI,11GE142
OH-LKK,11GE142
OH-LKL,11GE142
OH-LKM,11GE142
OH-LKN,11GE142
OH-LKO,11GE142
OH-LKP,11GE142
OH-LKR,11GE142
CS-TPO,11GE142
CS-TPP,11GE142
CS-TPQ,11GE142
CS-TPR,11GE142
CS-TPS,11GE142
CS-TPT,11GE142
CS-TPU,11GE142
CS-TPV,11GE142
CS-TPW,11GE142
VH-8EB,11GE144
HB-JVY,11GE144
HB-JVX,11GE144
HB-JVO,11GE144
HB-JVP,11GE144
F-HBLA,11GE142
F-HBLB,11GE142
F-HBLC,11GE142
F-HBLD,11GE142
F-HBLE,11GE142
F-HBLF,11GE142
G-CLSN,11GE144
G-CLYU,11GE144
B-3169,11GE142
B-3175,11GE142
B-3176,11GE142
B-3177,11GE142
B-3180,11GE142
B-3181,11GE142
B-3182,11GE142
B-3183,11GE142
B-3185,11GE142
B-3186,11GE142
B-3189,11GE142
B-3190,11GE142
B-3191,11GE142
B-3192,11GE142
B-3193,11GE142
B-3195,11GE142
B-3212,11GE142
B-3213,11GE142
D-APRI,11GE142
D-AKJC,11GE142
G-LCYJ,11GE144
G-LCYK,11GE144
G-LCYL,11GE144
G-LCYM,11GE144
G-LCYN,11GE144
G-LCYO,11GE144
G-LCYP,11GE144
G-LCYR,11GE144
G-LCAD,11GE144
G-LCAC,11GE144
G-LCAE,11GE144
G-LCAF,11GE144
G-LCAH,11GE144
G-LCYV,11GE144
G-LCYZ,11GE144
G-LCYS,11GE144
G-LCYT,11GE144
G-LCYU,11GE144
SX-PTM,11GE142
PH-EZB,11GE142
JA244J,11GE142
JA245J,11GE142
JA246J,11GE142
JA247J,11GE142
JA248J,11GE142
JA249J,11GE142
JA252J,11GE142
JA253J,11GE142
JA254J,11GE142
F-HBLG,11GE142
F-HBLH,11GE142
F-HBLI,11GE142
F-HBLJ,11GE142
F-HBQB,11GE142
F-HBLR,11GE142
F-HBLS,11GE142
F-HBLY,11GE142
F-HBLZ,11GE142
F-HBQE,11GE142
F-HBQA,11GE142
F-HBQC,11GE142
F-HBLV,11GE142
F-HBLK,11GE142
F-HBLL,11GE142
F-HBLM,11GE142
F-HBLN,11GE142
F-HBLO,11GE142
G-CMWI,11GE142
G-CMZI,11GE142
C9-AMA,11GE142
PH-EZC,11GE142
PH-EZD,11GE142
PH-EZE,11GE142
PH-EZF,11GE142
PH-EZG,11GE142
PH-EZH,11GE142
PH-EZL,11GE142
PH-EZM,11GE142
PH-EZN,11GE142
PH-EZO,11GE142
PH-EZP,11GE142
PH-EZR,11GE142
PH-EZS,11GE142
PH-EZV,11GE142
PH-EZX,11GE142
PH-EZY,11GE142
PH-EXV,11GE142
PH-EXY,11GE142
SX-LWD,11GE146
N1073P,11GE146
2-YYGF,11GE142
OY-ZAT,11GE142
4O-AOE,11GE146
PR-AUB,11GE146
PR-AUA,11GE142
PR-AUC,11GE146
4X-EMC,11GE142
4X-EMF,11GE142
YU-ATB,11GE146
SP-LNG,11GE142
SP-LNH,11GE142
SP-LNI,11GE142
SP-LNK,11GE142
SP-LNL,11GE142
SP-LNN,11GE142
SP-LNM,11GE142
SP-LNQ,11GE144
SX-RMA,11GE146
CS-TTY,11GE142
CS-TTZ,11GE142
CS-TTW,11GE142
CS-TTX,11GE142
HB-JVA,11GE144
HB-JVZ,11GE144
HB-JVJ,11GE144
HB-JVW,11GE144
JY-EMB,11GE146
N402L,11GE142
PR-AXW,11GE142
OY-GDC,11GE146
4O-AOC,11GE142
PR-AUM,11GE142
PR-AUO,11GE142
SE-RSP,11GE142
SE-RSR,11GE142
SE-RSI,11GE142
SE-RSK,11GE142
SE-RSL,11GE142
SE-RSM,11GE142
SE-RSN,11GE142
SE-RSO,11GE142
SE-RSJ,11GE142
SE-RSY,11GE142
SE-RSZ,11GE142
SE-RSX,11GE142
SE-RSV,11GE142
SE-RSU,11GE142
4O-AOA,11GE142
4O-AOB,11GE142
PR-AXC,11GE142
PR-AXD,11GE142
PR-AXE,11GE142
PR-AXG,11GE142
PR-AXI,11GE142
PR-AXJ,11GE142
PR-AXP,11GE142
PR-AXR,11GE142
PR-AXS,11GE142
PR-AXT,11GE142
PR-AXU,11GE142
PR-AXX,11GE142
PR-AXY,11GE142
PR-AXZ,11GE142
PR-AYF,11GE142
PR-AYG,11GE142
PR-AYI,11GE142
PR-AYJ,11GE142
PR-AYK,11GE142
PR-AYL,11GE142
PR-AYV,11GE142
PR-AYW,11GE142
PR-AYY,11GE143
PR-AYZ,11GE142
PR-AXH,11GE142
PR-AXL,11GE142
PR-AXN,11GE142
PR-AXO,11GE142
PR-AUH,11GE142
PR-AUI,11GE142
PR-AUN,11GE142
PR-AUQ,11GE142
EW-399PO,11GE142
EW-400PO,11GE142
EW-513PO,11GE142
EW-514PO,11GE142
I-ADJZ,11GE142
I-JENB,11GE142
I-ENJA,11GE142
I-ADJU,11GE142
I-ADJW,11GE142
I-ADJY,11GE142
I-ADJX,11GE142
I-ADJV,11GE142
YU-ATA,11GE144
ZS-YDA,11GE142
SP-LNA,11GE142
SP-LNB,11GE142
SP-LNC,11GE142
SP-LND,11GE142
SP-LNE,11GE142
SP-LNF,11GE142
OE-LWA,11GE142
OE-LWB,11GE142
OE-LWC,11GE142
OE-LWD,11GE142
OE-LWE,11GE142
OE-LWF,11GE142
OE-LWG,11GE142
OE-LWH,11GE142
OE-LWI,11GE142
OE-LWJ,11GE142
OE-LWK,11GE142
OE-LWL,11GE142
OE-LWN,11GE142
OE-LWO,11GE142
OE-LWP,11GE142
OE-LWQ,11GE142
B-3108,11GE146
B-3100,11GE146
B-3117,11GE146
B-3119,11GE146
B-3232,11GE146
B-3243,11GE146
B-3245,11GE146
B-3247,11GE146
B-3259,11GE146
B-3267,11GE146
C-GKQJ,04P20PW201
C-GKQL,04P20PW201
C-GKQM,04P20PW201
C-GKQN,04P20PW201
C-GKQO,04P20PW201
C-GKQQ,04P20PW201
C-GKQP,04P20PW201
C-GKQX,04P20PW201
C-GKQY,04P20PW201
C-GKQZ,04P20PW201
C-GZQC,04P20PW201
C-GZQB,04P20PW201
C-GZQE,04P20PW201
C-GZQF,04P20PW201
C-GZQG,04P20PW201
C-GKXA,04P20PW201
C-GKXF,04P20PW201
C-GKXH,04P20PW201
C-GKXK,04P20PW201
C-GKXM,04P20PW201
C-GKXN,04P20PW201
C-GKXO,04P20PW201
C-GKXQ,04P20PW201
C-GKXR,04P20PW201
C-GKXS,04P20PW201
C-GKXT,04P20PW201
C-GKXV,04P20PW201
C-GKXW,04P20PW201
C-GKYC,04P20PW201
C-GKYI,04P20PW201
C-GKYL,04P20PW201
C-GKYN,04P20PW201
C-GKYS,04P20PW201
C-GKYW,04P20PW201
C-GKYV,04P20PW201
C-GKZA,04P20PW201
C-GKZC,04P20PW201
PS-AEH,04P20PW201
PR-PJN,04P20PW201
PS-AEA,04P20PW201
PS-AEB,04P20PW201
PS-AEC,04P20PW201
PS-AEE,04P20PW201
PS-AEG,04P20PW201
PS-AEI,04P20PW201
PS-AEF,04P20PW201
PS-AEL,04P20PW201
PS-AED,04P20PW201
PS-AEJ,04P20PW201
PS-AEN,04P20PW201
PS-AEM,04P20PW201
PS-AEP,04P20PW201
PS-AEO,04P20PW201
PS-AEQ,04P20PW201
PS-AES,04P20PW201
PS-AEU,04P20PW201
PS-AEX,04P20PW201
PS-AEW,04P20PW201
PS-AEV,04P20PW201
PS-AEK,04P20PW201
PS-KSB,04P20PW201
PS-ADH,04P20PW201
PS-FGE,04P20PW201
PS-ADB,04P20PW201
PS-AEZ,04P20PW201
PS-ADL,04P20PW201
PS-ADK,04P20PW201
PS-ADJ,04P20PW201
PS-ADI,04P20PW201
PS-ADN,04P20PW201
PS-ADG,04P20PW201
PS-ADE,04P20PW201
PS-ADF,04P20PW201
PS-KSA,04P20PW201
PS-ADD,04P20PW201
PS-ADC,04P20PW201
PS-AET,04P20PW201
PR-ZIJ,04P20PW201
PR-ZIQ,04P20PW201
XA-MXD,04P20PW201
XA-MXE,04P20PW201
XA-MXC,04P20PW201
XA-MXB,04P20PW201
XA-MXA,04P20PW201
EI-HUU,04P20PW201
EI-HUN,04P20PW201
LX-LEA,04P20PW201
ZS-ARF,04P20PW201
ZS-LKA,04P20PW201
ZS-BJW,04P20PW201
SP-LEC,04P20PW201
5N-BYG,04P20PW201
5N-BYF,04P20PW201
5N-BYH,04P20PW201
5N-BYI,04P20PW201
EC-NHA,04P20PW201
EC-NEZ,04P20PW201
EC-NFA,04P20PW201
EC-NPU,04P20PW201
EC-NNV,04P20PW201
EC-OJI,04P20PW201
EC-OJJ,04P20PW201
EC-OKB,04P20PW201
EC-ONG,04P20PW201
EC-OJK,04P20PW201
EC-OLZ,04P20PW201
HB-AZI,04P20PW201
HB-AZJ,04P20PW201
HB-AZK,04P20PW201
HB-AZL,04P20PW201
JY-REA,04P20PW201
JY-REB,04P20PW201
OO-ETA,04P20PW201
OO-ETB,04P20PW201
OO-ETC,04P20PW201
PH-NXA,04P20PW201
PH-NXC,04P20PW201
PH-NXD,04P20PW201
PH-NXE,04P20PW201
PH-NXF,04P20PW201
PH-NXG,04P20PW201
PH-NXL,04P20PW201
PH-NXU,04P20PW201
PH-NXN,04P20PW201
PH-NXO,04P20PW201
PH-NXM,04P20PW201
PH-NXP,04P20PW201
PH-NXK,04P20PW201
PH-NXY,04P20PW201
PH-NXT,04P20PW201
PH-NXX,04P20PW201
PH-NXV,04P20PW201
PH-NXW,04P20PW201
PH-NXI,04P20PW201
PH-NXZ,04P20PW201
PH-NXH,04P20PW201
PT-ZNG,01P14IA026
FAB2853,01P14IA026
FAB2855,01P14IA026
FAB2856,01P14IA026
FAB2857,01P14IA026
FAB2858,01P14IA026
FAB2859,01P14IA026
FAB2860,01P14IA026
V5-ANG,6AL018
V5-ANI,6AL018
VT-JMN,6AL018
N548M,6AL018
G-SAJT,6AL012
F-GRGP,6AL012
N268JX,6AL018
D-BJME,6AL018
PH-DWP,6AL012
XA-SEN,6AL018
XA-SEA,6AL018
N16501,6AL018
N16502,6AL018
N15509,6AL018
N16510,6AL018
N16511,6AL018
N27512,6AL018
N538M,6AL015
N926FM,6AL015
F-HSTE,6AL012
V5-ANH,6AL018
N135SX,6AL012
N1023C,6AL012
N404AT,6AL012
N712AE,6AL018
N402AT,6AL012
XA-NSN,6AL018
5N-CEI,6AL012
F-HMOV,6AL012
N261JX,6AL015
N266JX,6AL012
N256JX,6AL018
N251JX,6AL018
N254JX,6AL012
N252JX,6AL018
N257JX,6AL018
N253JX,6AL018
N259JX,6AL012
N264JX,6AL018
N258JX,6AL018
PH-DWC,6AL012
PH-DWS,6AL012
N304CE,6AL018
UP-EM027,6AL012
N704PG,6AL018
FAB2560,6AL015
FAB2561,6AL015
FAB2584,6AL015
FAB2585,6AL015
ZS-TGC,6AL012
ZS-SUV,6AL012
ZS-SWN,6AL012
ZS-SWV,6AL012
ZS-SYT,6AL012
ZS-TFK,6AL012
N540M,6AL012
