departure_date_local,timestamp_utc_start,timestamp_utc_end,carrier,flight_number,tail_number,origin_airport,destination_airport,attributed_contrail_km,eef_climatology_terajoules,analyzed_flight_length_km
2024-08-27,1724815159,1724815346,D0,2,GDHLV,EMA,CVG,45.07536668,23.83850539,2324.548206
2024-08-27,1724808079,1724808580,D0,372,GDHLO,EMA,CVG,118.1815627,69.35056892,2415.038746
2024-08-27,1724806957,1724807200,D0,384,GDHMA,LEJ,CVG,56.9006879,34.79767298,2026.0419
2024-08-28,null,null,D0,2,GDHLV,CVG,NGO,null,null,2960.759229
2024-08-28,null,null,D0,865,GDHLE,EMA,CVG,null,null,1285.416253
2024-08-28,null,null,D0,367,GDHLP,JFK,EMA,null,null,1513.455368
2024-08-07,null,null,D0,701,GDHLW,CVG,BAH,null,null,2074.500213
2024-08-07,null,null,D0,2,GDHLU,CVG,NGO,null,null,2506.100789
2024-08-29,null,null,D0,817,GDHLM,LEJ,CVG,null,null,2086.276809
2024-08-30,null,null,D0,870,GDHLM,CVG,EMA,null,null,2896.205681
2024-08-30,null,null,D0,866,GDHLL,CVG,EMA,null,null,2945.79928
2024-08-30,null,null,D0,2,GDHLX,CVG,NGO,null,null,1970.937094
2024-08-12,1723451303,1723451862,D0,2,GDHLW,LEJ,CVG,160.6804163,12.46865196,1830.162043
