departure_date_local,timestamp_utc_start,timestamp_utc_end,carrier,flight_number,tail_number,origin_airport,destination_airport,attributed_contrail_km,eef_climatology_terajoules,analyzed_flight_length_km
2024-09-02,null,null,D0,4,GDHLE,EMA,CVG,null,null,1754.231012
2024-09-03,null,null,D0,366,GDHLP,EMA,JFK,null,null,1416.370391
2024-09-25,null,null,D0,843,GDHLE,BRU,CVG,null,null,1995.187387
2024-09-26,1727354115,1727354798,D0,709,GDHLX,CVG,BAH,147.2775187,15.30221113,2485.520197
2024-09-26,1727351188,1727351565,D0,709,GDHLX,CVG,BAH,108.0608496,9.722387636,2485.520197
2024-09-14,1726364907,1726365077,D0,4,GDHLW,CVG,NGO,42.35887169,29.56532729,1632.575144
2024-09-14,1726359449,1726359680,D0,4,GDHLW,CVG,NGO,60.39796376,34.60277008,1632.575144
2024-09-14,1726361191,1726361251,D0,4,GDHLW,CVG,NGO,14.43222934,9.003016896,1632.575144
2024-09-14,1726358252,1726358783,D0,363,GDHLS,JFK,BRU,13.08042881,8.329819112,384.2210776
2024-09-14,1726358901,1726358963,D0,363,GDHLS,JFK,BRU,13.80430405,8.788575892,384.2210776
2024-09-15,1726385921,1726386757,D0,362,GDHLL,LEJ,JFK,201.361599,18.39004322,1388.652832
2024-09-30,null,null,D0,2,GDHMD,LEJ,CVG,null,null,2074.533339
2024-09-10,null,null,D0,1,GDHMA,CVG,EMA,null,null,2215.124314
2024-09-03,null,null,D0,51,GDHLV,LAX,EMA,null,null,3919.540168
2024-09-11,1726061499,1726061784,D0,375,GDHLM,CVG,BRU,70.8925011,9.44173456,2229.747208
2024-09-11,1726060049,1726060229,D0,375,GDHLM,CVG,BRU,44.07825324,5.750694117,2229.747208
2024-09-11,null,null,D0,367,GDHLR,JFK,EMA,null,null,1490.165799
2024-09-11,null,null,D0,366,GDHLR,EMA,JFK,null,null,1710.228367
2024-09-11,null,null,D0,523,GDHLX,CVG,LEJ,null,null,2405.50394
2024-09-06,null,null,D0,2,GDHLU,CVG,NGO,null,null,2857.959383
2024-09-06,null,null,D0,2,GDHLY,EMA,CVG,null,null,2267.923441
2024-09-06,1725612705,1725612941,D0,366,GDHLS,EMA,JFK,47.1062373,2.365589654,1535.022819
2024-09-24,1727223980,1727224459,D0,384,GDHLW,LEJ,CVG,105.9595745,64.96486455,1696.750128
2024-09-24,1727224516,1727224819,D0,384,GDHLW,LEJ,CVG,67.47776646,40.88398792,1696.750128
2024-09-25,null,null,D0,375,GDHLJ,CVG,BRU,null,null,2624.645051
2024-09-27,null,null,D0,3,GDHLU,NGO,CVG,null,null,3127.343883
2024-09-27,null,null,D0,3,GDHMC,CVG,EMA,null,null,2134.478078
2024-09-06,1725610356,1725610648,D0,364,GDHLM,LEJ,JFK,64.7647986,3.990579928,1462.368878
2024-09-17,null,null,D0,384,GDHLX,LEJ,CVG,null,null,1920.517177
2024-09-10,null,null,D0,364,GDHLL,LEJ,JFK,null,null,1465.455572
2024-09-14,1726322910,1726323099,D0,1,GDHLL,CVG,EMA,44.7268025,5.474626725,2535.678016
2024-09-14,1726320137,1726320317,D0,1,GDHLL,CVG,EMA,43.30194554,5.579833857,2535.678016
2024-09-13,null,null,D0,384,GDHLL,LEJ,CVG,null,null,881.7397476
2024-09-21,1726968523,1726968630,D0,866,GDHLE,CVG,EMA,26.37417442,15.98087576,2357.930237
2024-09-21,1726968916,1726969157,D0,866,GDHLE,CVG,EMA,58.99374975,35.365603,2357.930237
2024-09-22,1727048955,1727049255,D0,312,GDHLE,LEJ,CVG,68.11804484,38.80725353,1861.656275
2024-09-22,1727042608,1727043034,D0,312,GDHLE,LEJ,CVG,99.49685214,63.185567,1861.656275
2024-09-21,null,null,D0,384,GDHMC,LEJ,CVG,null,null,1688.752802
2024-09-01,null,null,D0,392,GDHMB,EMA,CVG,null,null,2489.665674
2024-09-01,null,null,D0,370,GDHLL,EMA,CVG,null,null,2460.78588
2024-09-21,null,null,D0,385,GDHLL,CVG,EMA,null,null,2347.165102
2024-09-25,1727310144,1727310205,D0,384,GDHLX,LEJ,CVG,14.39569817,9.576724463,2048.809208
2024-09-25,1727313621,1727314041,D0,384,GDHLX,LEJ,CVG,91.07433921,54.40916527,2048.809208
2024-09-22,1727033077,1727033484,D0,940,GDHLJ,BRU,CVG,93.86347967,31.47735054,1982.036118
2024-09-22,1727032699,1727032895,D0,940,GDHLJ,BRU,CVG,45.1772382,15.43320146,1982.036118
2024-09-21,1726965986,1726966048,D0,643,GDHMA,CVG,EMA,15.99248602,9.702666616,2073.261526
2024-09-21,1726966168,1726966409,D0,643,GDHMA,CVG,EMA,63.82526703,38.8454862,2073.261526
2024-09-22,1727001098,1727001514,D0,392,GDHLV,EMA,CVG,100.911472,5.249596963,2081.866951
2024-09-22,1727001641,1727001947,D0,392,GDHLV,EMA,CVG,74.86173045,4.421879729,2081.866951
2024-09-21,null,null,D0,363,GDHLR,JFK,BRU,null,null,937.4678928
2024-09-01,1725209182,1725209544,D0,818,GDHLU,CVG,LEJ,102.2082383,15.00567598,2115.121458
2024-09-01,1725209908,1725210214,D0,818,GDHLU,CVG,LEJ,86.09445184,14.80814786,2115.121458
2024-09-01,null,null,D0,968,GDHMC,LAX,CVG,null,null,2801.253601
2024-09-09,1725928098,1725928890,D0,521,GDHMD,HKG,CVG,214.0670635,94.31379183,3933.022269
2024-09-09,1725931355,1725931603,D0,521,GDHMD,HKG,CVG,65.79541973,36.38726716,3933.022269
2024-09-09,1725929305,1725929611,D0,521,GDHMD,HKG,CVG,80.46110781,39.74814401,3933.022269
2024-09-09,1725930641,1725930821,D0,521,GDHMD,HKG,CVG,48.63091594,25.94913085,3933.022269
2024-09-25,null,null,D0,367,GDHLO,JFK,EMA,null,null,1573.32203
2024-09-26,null,null,D0,843,GDHLS,BRU,CVG,null,null,2154.355387
2024-09-11,null,null,D0,4,GDHLV,EMA,CVG,null,null,1937.08858
2024-09-12,null,null,D0,364,GDHLO,LEJ,JFK,null,null,1376.527564
2024-09-12,1726106007,1726106122,D0,1,GDHMB,NGO,CVG,29.91712154,20.40816422,2269.277364
2024-09-12,1726104280,1726104461,D0,1,GDHMB,NGO,CVG,47.38227461,33.48410381,2269.277364
2024-09-27,1727417140,1727417321,D0,366,GDHLJ,EMA,JFK,39.63937606,7.852047501,1460.6635
2024-09-27,1727422892,1727423140,D0,366,GDHLJ,EMA,JFK,53.91545968,8.104437693,1460.6635
2024-09-08,null,null,D0,362,GDHLL,LEJ,JFK,null,null,1615.221829
2024-09-13,1726238361,1726238909,D0,375,GDHLE,CVG,BRU,139.0229421,16.49388194,2260.562357
2024-09-12,null,null,D0,2,GDHMB,EMA,CVG,null,null,1828.719896
2024-09-17,null,null,D0,375,GDHLR,CVG,BRU,null,null,2083.770547
2024-09-16,null,null,D0,384,GDHMD,LEJ,CVG,null,null,1843.178599
2024-09-17,null,null,D0,366,GDHLP,EMA,JFK,null,null,1515.183631
2024-09-22,1727004025,1727004501,D0,701,GDHMC,CVG,BAH,118.1912401,12.08539934,2458.719302
2024-09-24,1727179538,1727180901,D0,367,GDHLE,JFK,EMA,295.134496,25.58579878,1333.146269
2024-09-03,1725417509,1725417863,D0,523,GDHLX,HKG,CVG,93.53899556,57.37906033,3171.070242
2024-09-04,1725460038,1725460238,D0,375,GDHLP,CVG,BRU,41.16206654,4.590874735,2194.271921
2024-09-04,1725457279,1725457400,D0,375,GDHLP,CVG,BRU,29.22811383,3.669115611,2194.271921
2024-09-04,1725456917,1725457159,D0,375,GDHLP,CVG,BRU,58.51136478,7.35898278,2194.271921
